a,POINT_X,POINT_Y
0.147935712014000,12609490.209300000220537,2642249.810889999847859
0.131698414370000,12609677.715900000184774,2642222.196649999823421
0.088858965503100,12609805.354800000786781,2642208.316949999891222
0.028661024260300,12610084.833499999716878,2642179.044960000086576
0.126555313275000,12610273.831800000742078,2642328.043420000001788
0.126600390694000,12610276.225099999457598,2642286.694490000139922
0.126564031629000,12610271.750099999830127,2642309.674170000012964
0.074352002631300,12610498.819599999114871,2642323.868590000085533
0.084895516430800,12610693.038699999451637,2642347.005640000104904
0.072953007786700,12610845.323799999430776,2642364.019619999919087
0.066929744515200,12611056.563599999994040,2642274.593559999950230
0.065903784824300,12611248.556399999186397,2642189.052370000164956
0.119499995164000,12611443.532400000840425,2642046.928410000167787
0.095083003360800,12611633.432399999350309,2641868.225469999946654
0.030940911556800,12611827.506799999624491,2641723.865720000118017
0.027014670928800,12612335.546700000762939,2641341.978019999805838
0.025530646320800,12612588.141699999570847,2641203.430999999865890
0.094956981529600,12611663.433000000193715,2641888.082599999848753
0.108990720644000,12611969.784199999645352,2641658.922400000039488
0.027035081210000,12612327.186599999666214,2641398.558790000155568
0.025526734060400,12612609.938100000843406,2641240.154920000117272
0.022883480209000,12612834.324799999594688,2641122.069959999993443
0.038594938509500,12613649.751199999824166,2640857.976079999934882
0.085023909953000,12613429.550100000575185,2640909.025510000064969
0.098521373456000,12613067.372099999338388,2640993.979170000180602
0.027362115189800,12612868.666799999773502,2641054.285529999993742
0.069376385922100,12613141.421800000593066,2640900.519270000047982
0.077138803555900,12613441.194099999964237,2640738.986409999895841
0.082194884822700,12613773.070900000631809,2640689.570979999843985
0.022516622673600,12614103.901300000026822,2640643.289530000183731
0.031602477077900,12614617.607300000265241,2640568.646590000018477
0.033087536535100,12614945.754899999126792,2640436.228519999887794
0.030029592946100,12615311.962700000032783,2640289.921360000036657
0.030657782716200,12615563.511299999430776,2640198.703890000004321
0.031451120282600,12615891.803600000217557,2640063.590689999982715
0.033340644573600,12616269.210100000724196,2639915.653489999938756
0.022873852815200,12613816.808299999684095,2640818.409560000058264
0.022174450479700,12614179.587400000542402,2640736.300259999930859
0.077328540589600,12614496.536299999803305,2640662.697470000013709
0.032125980621100,12614733.156999999657273,2640569.239479999989271
0.032961880237300,12615038.016499999910593,2640446.682539999950677
0.030166351851200,12615393.916099999099970,2640313.660490000154823
0.030327628131400,12615749.348099999129772,2640171.758599999826401
0.030765297818400,12615639.954399999231100,2640216.175400000065565
0.031473483895400,12615973.467599999159575,2640080.759579999838024
0.030324573704700,12616293.845100000500679,2640015.967999999877065
0.030412528051700,12616578.990000000223517,2639847.571609999984503
0.038827105546000,12616923.412499999627471,2639712.316139999777079
0.061201024001800,12610032.958599999547005,2641764.680800000205636
0.064446257066600,12610011.162299999967217,2642052.809369999915361
0.036697021911900,12610206.884199999272823,2642084.307680000085384
0.072124693530300,12610316.912399999797344,2642097.594339999835938
0.036792871981400,12610205.014000000432134,2642075.147390000056475
0.057581988811200,12610077.219299999997020,2642121.130390000063926
0.057327827469900,12610070.050300000235438,2642155.157899999991059
0.057607967817200,12610057.660399999469519,2642111.268240000121295
0.037029198663700,12610202.921199999749660,2642058.569339999929070
0.129044116549000,12610392.665300000458956,2641997.363799999933690
0.124157093588000,12610610.784700000658631,2641917.196750000119209
0.036600009478300,12610771.719299999997020,2641806.270419999957085
0.045199488654000,12610972.962700000032783,2641665.783359999768436
0.063547329581400,12611219.746899999678135,2641495.143439999781549
0.086978942465800,12611418.752699999138713,2641446.923640000168234
0.093495906638800,12611708.673200000077486,2641375.568289999850094
0.024064304710300,12612022.482799999415874,2641300.474289999809116
0.029535603140100,12619604.976600000634789,2643096.738890000153333
0.030106140491100,12619758.597500000149012,2643179.005330000072718
0.027070851648800,12619462.999700000509620,2642818.163970000110567
0.106748536347000,12619484.050200000405312,2642563.771869999822229
0.093108693973100,12619497.631200000643730,2642372.236200000159442
0.044597781603900,12619525.249500000849366,2642049.917289999779314
0.058524567498200,12619548.693399999290705,2642072.013290000148118
0.035377077244900,12619524.804300000891089,2642337.748399999924004
0.106566983837000,12619509.430999999865890,2642553.171279999893159
0.027254966374400,12619487.634700000286102,2642810.697449999861419
0.026703205065900,12619468.376399999484420,2642999.406549999956042
0.029593914842100,12619631.693199999630451,2643065.238630000036210
0.030161465174400,12619820.101500000804663,2643142.724779999814928
0.077316818240900,12619846.973999999463558,2643120.034359999932349
0.029744209320500,12619678.425200000405312,2643053.149220000021160
0.026914916712100,12619493.156099999323487,2642976.268569999840111
0.027396433731300,12619511.668600000441074,2642807.720530000049621
0.106858072124000,12619534.511299999430776,2642525.556520000100136
0.058524567498200,12619548.693399999290705,2642322.222860000096262
0.059212867970600,12619568.842299999669194,2642075.292599999811500
0.034259462578100,12619589.146900000050664,2641791.786030000075698
0.040509216717700,12619609.006300000473857,2641563.074899999890476
0.035545327737000,12619627.819299999624491,2641327.046349999960512
0.034875567112200,12619642.446699999272823,2641125.506380000151694
0.035993169487100,12619482.113199999555945,2640919.927529999986291
0.034293537013900,12619248.910000000149012,2640609.107890000101179
0.033301344747900,12619004.374500000849366,2640290.961910000070930
0.033325957744600,12618936.002100000157952,2640203.337950000073761
0.032748877277100,12618933.764599999412894,2639836.972790000028908
0.037438486612100,12619202.334000000730157,2639183.222620000131428
0.037438486612100,12619081.496700000017881,2639108.997729999944568
0.056259328639000,12618772.830000000074506,2638932.867719999980181
0.032725233952000,12618902.116399999707937,2639397.611649999860674
0.033771678434600,12618891.808199999853969,2639092.156529999803752
0.032725233952000,12618928.087300000712276,2639447.325629999861121
0.028476571393700,12621013.835999999195337,2643198.561509999912232
0.022543791334000,12623020.002499999478459,2642812.343230000231415
0.025409707583800,12623105.106300000101328,2642494.347790000028908
0.028323083619000,12622135.157299999147654,2642100.377520000096411
0.025834113696100,12621782.686400000005960,2642461.360270000062883
0.025520629986100,12621590.548900000751019,2642660.956389999948442
0.025783675040800,12621343.920600000768900,2642906.394979999866337
0.028811125602200,12621150.436200000345707,2643106.444319999776781
0.028448802101700,12621037.124099999666214,2643225.427110000047833
0.029822746966900,12620991.594399999827147,2643315.003620000090450
0.028746482991900,12621171.631400000303984,2643130.925760000012815
0.025316142503800,12621629.610899999737740,2642665.978399999905378
0.025739732597400,12621392.589500000700355,2642906.092439999803901
0.025636973127400,12621862.257500000298023,2642430.308970000129193
0.026608912895700,12622027.077199999243021,2642287.287440000101924
0.027491845717700,12622183.236199999228120,2642130.980450000148267
0.030481410239600,12620810.199300000444055,2643500.572089999914169
0.033678469340100,12620146.590399999171495,2643980.840479999780655
0.039685933435500,12620141.681199999526143,2644295.851480000186712
0.039702255905600,12620121.821799999102950,2644296.747059999965131
0.034171218629600,12620124.259700000286102,2643986.032320000231266
0.030112625199200,12619794.876499999314547,2643155.419329999946058
0.027993494625200,12619457.778799999505281,2643154.523819999769330
0.027713431451200,12619395.217199999839067,2643150.639210000168532
0.027540502584900,12619357.903000000864267,2643498.635799999814481
0.028973579595900,12619681.564400000497699,2643529.241359999869019
0.031327462359200,12620026.721599999815226,2643531.334979999810457
0.036591003185200,12620166.605699999257922,2643561.638059999793768
0.033270034728800,12620032.688300000503659,2643565.220220000017434
0.031027094385500,12619688.132200000807643,2643579.851400000043213
0.029777156092700,12619352.370400000363588,2643589.109350000042468
0.030056074448600,12619342.963899999856949,2643684.799360000062734
0.030045525749800,12619157.550100000575185,2643703.012829999905080
0.028911750011500,12618820.007200000807643,2643748.697889999952167
0.029485629093700,12618559.786699999123812,2643813.637459999881685
0.029856673328200,12618178.350500000640750,2643906.642109999898821
0.030467838047200,12617851.249299999326468,2643946.651819999795407
0.030118927816600,12617539.087200000882149,2643906.049110000021756
0.037317016974100,12617535.346899999305606,2644380.193510000128299
0.036149802512900,12617522.667600000277162,2645072.458529999945313
